candidate,fold,month,revenue_mae,cogs_mae,official_mae
seasonal_xgb_market_uplift_160,recovery_2021,2021-09,533319.900055996,400693.4677835897,467006.6839197929
seasonal_xgb_market_uplift_160,recovery_2021,2021-10,428897.899843065,369515.80817218847,399206.85400762677
seasonal_xgb_market_uplift_160,recovery_2021,2021-11,426246.97661441716,417710.8886113513,421978.9326128842
seasonal_xgb_market_uplift_160,recovery_2021,2021-12,440924.70912924194,567820.5828192922,504372.64597426704
seasonal_xgb_market_uplift_160,recovery_2022,2022-01,659176.2290701073,582985.1484458992,621080.6887580033
seasonal_xgb_market_uplift_160,recovery_2022,2022-02,941686.6598249149,760533.0493612333,851109.8545930741
seasonal_xgb_market_uplift_160,recovery_2022,2022-03,1259850.3733748223,1280911.0867558254,1270380.7300653239
seasonal_xgb_market_uplift_160,recovery_2022,2022-04,799769.159790954,841026.1102659252,820397.6350284396
seasonal_xgb_market_uplift_160,recovery_2022,2022-05,1040618.4166575491,850878.8384884065,945748.6275729778
seasonal_xgb_market_uplift_160,recovery_2022,2022-06,770018.3477095489,740408.5580565018,755213.4528830254
seasonal_xgb_market_uplift_160,recovery_2022,2022-07,604990.40335656,716242.7657340722,660616.5845453162
seasonal_xgb_market_uplift_160,recovery_2022,2022-08,1409020.9236015663,1151009.0212672953,1280014.9724344308
seasonal_xgb_market_uplift_160,recovery_2022,2022-09,855414.5975399199,849044.3199879357,852229.4587639278
seasonal_xgb_market_uplift_160,recovery_2022,2022-10,578017.7022473783,466025.45059184113,522021.5764196097
seasonal_xgb_market_uplift_160,recovery_2022,2022-11,582011.105925288,559155.09778211,570583.101853699
seasonal_xgb_market_uplift_160,recovery_2022,2022-12,441884.79569718585,483156.74529971357,462520.7704984497
seasonal_xgb_market_uplift_160,recovery_2022_h2,2022-07,663332.2204763336,620383.4639350142,641857.8422056739
seasonal_xgb_market_uplift_160,recovery_2022_h2,2022-08,1228554.8031613035,1013145.295821183,1120850.0494912432
seasonal_xgb_market_uplift_160,recovery_2022_h2,2022-09,789377.2798490743,739625.8135928833,764501.5467209788
seasonal_xgb_market_uplift_160,recovery_2022_h2,2022-10,460222.84420827805,376772.43913488666,418497.64167158236
seasonal_xgb_market_uplift_160,recovery_2022_h2,2022-11,538942.3116991263,508964.70673230867,523953.50921571744
seasonal_xgb_market_uplift_160,recovery_2022_h2,2022-12,446527.15233303665,415186.19058531494,430856.67145917576
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-01,327679.44079079165,263162.42869863036,295420.93474471103
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-02,618063.9219701855,503742.8844572371,560903.4032137112
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-03,721386.8472527904,667478.9944494141,694432.9208511022
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-04,738492.3381944498,648578.4578208025,693535.3980076262
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-05,974079.577967273,799976.6829005972,887028.1304339351
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-06,760627.3668444842,731093.5345038279,745860.4506741561
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-07,708468.2954634242,805659.4062779875,757063.8508707059
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-08,1520908.3953486376,584539.4532954977,1052723.9243220678
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-09,533319.900055996,401440.46319541783,467380.18162570696
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-10,428897.899843065,363613.8820657227,396255.8909543939
seasonal_xgb_market_uplift_160_cogs098,recovery_2021,2021-11,426246.97661441716,424079.94681245764,425163.4617134374
